Name,Address,City,State,Zip,Large or Small
Tacos Guaymas,1303 1st Ave,Seattle,WA,98101,
Tacos Guaymas,1415 Broadway,Seattle,WA,98122,
Tacos Guaymas,6808 E Green Lake Way N,Seattle,WA,98115,
Target,1401 2nd Ave,Seattle,WA,98101,Large
Target,2800 SW Barton St,Seattle,WA,98126,Large
Target,302 NE Northgate Way,Seattle,WA,98125,Large
TCBY,1420 5th Ave,Seattle,WA,98101,Large
Top Pot Doughnuts,1416 NW 46th St,Seattle,WA,98107,
Top Pot Doughnuts,2124 5th Ave,Seattle,WA,98121,
Top Pot Doughnuts,325 W Galer St,Seattle,WA,98119,
Top Pot Doughnuts,590 Terry Ave N,Seattle,WA,98109,
Top Pot Doughnuts,609 Summit Ave E,Seattle,WA,98102,
Top Pot Doughnuts,6845 35th Ave NE,Seattle,WA,98115,
Top Pot Doughnuts,720 3rd Ave,Seattle,WA,98104,
Trabant Coffee & Chai,1309 NE 45th St,Seattle,WA,98105,Small
Trabant Coffee & Chai,602 2nd Ave,Seattle,WA,98104,Small
Trader Joe's,4545 Fauntleroy Way SW,Seattle,WA,98116,Large
Trader Joe's,1700 Madison St,Seattle,WA,98122,Large
Trader Joe's,1916 Queen Anne Ave N,Seattle,WA,98109,Large
Trader Joe's,4609 14th Ave NW,Seattle,WA,98107,Large
Trader Joe's,4555 Roosevelt Way NE,Seattle,WA,98105,Large
Trophy Cupcakes,1815 N 45th St Ste 209,Seattle,WA,98103,Small
Trophy Cupcakes,2612 NE Village Ln,Seattle,WA,98105,Small
Trophy Cupcakes,600 Pine St,Seattle,WA,98101,Small
Tully's,3042 NE 45th St,Seattle,WA,98105,Large
Tully's,915 NW 45th St,Seattle,WA,98107,Large
Tully's,13050 Aurora Ave N,Seattle,WA,98133,Large
Tully's,101 Nickerson St Ste 200,Seattle,WA,98109,Large
Tully's,1401 4th Ave,Seattle,WA,98101,Large
Tully's,150 W Harrison St,Seattle,WA,98119,Large
Tully's,1601 5th Ave,Seattle,WA,98101,Large
Tully's,2001 Western Ave Ste 110A,Seattle,WA,98121,Large
Tully's,2676 Alki Ave SW,Seattle,WA,98116,Large
Tully's,3100 Airport Way S,Seattle,WA,98134,Large
Tully's,400 2nd Avenue Ext S,Seattle,WA,98104,Large
Tully's,4507 Brooklyn Ave NE,Seattle,WA,98105,Large
Tully's,601 Union St,Seattle,WA,98101,Large
Tully's,625 5th Ave S,Seattle,WA,98104,Large
Tully's,701 5th Ave,Seattle,WA,98104,Large
Tully's,746 19th Ave E,Seattle,WA,98112,Large
Tully's,800 Convention Pl,Seattle,WA,98101,Large
Tully's,821 2nd Ave,Seattle,WA,98104,Large
Tully's,824 E Pike St,Seattle,WA,98122,Large
Tully's,925 Seneca St,Seattle,WA,98101,Large
Uptown Espresso,2300 N 45th St,Seattle,WA,98103,Small
Uptown Espresso,2504 4th Ave,Seattle,WA,98121,Small
Uptown Espresso,2801 Alaskan Way,Seattle,WA,98121,Small
Uptown Espresso,3223 W Mcgraw St,Seattle,WA,98199,Small
Uptown Espresso,3845 Delridge Way SW,Seattle,WA,98106,Small
Uptown Espresso,4301 SW Edmunds St,Seattle,WA,98116,Small
Uptown Espresso,500 Westlake Ave N,Seattle,WA,98109,Small
Uptown Espresso,525 Queen Anne Ave N,Seattle,WA,98109,Small
Victrola Coffee,310 E Pike St,Seattle,WA,98122,Small
Victrola Coffee,3215 Beacon Ave S,Seattle,WA,98144,Small
Victrola Coffee,411 15th Ave E,Seattle,WA,98112,Small
Wendy's,11744 Lake City Way NE,Seattle,WA,98125,Large
Wendy's,5315 15th Ave NW,Seattle,WA,98107,Large
Wendy's,15010 Pacific Hwy,Seattle,WA,98188,Large
Wendy's,2543 Rainier Ave S,Seattle,WA,98144,Large
Yogurtland,1620 Broadway,Seattle,WA,98122,Large
Zeek's Pizza,419 Denny Way,Seattle,WA,98109,
Zeek's Pizza,41 Dravus St,Seattle,WA,98109,
Zeek's Pizza,7900 E Greenlake Drive N,Seattle,WA,98103,
Zeek's Pizza,6000 Phinney Ave N,Seattle,WA,98103,
Zeek's Pizza,1915 Queen Anne Ave N,Seattle,WA,98119,
Zeek's Pizza,2108 NE 65th St,Seattle,WA,98105,
Zeek's Pizza,6459 California Avenue SW,Seattle,WA,98136,
